МАРКА,МОДЕЛЬ,ГОД,КОЛИЧЕСТВО
BYD,byd-yuanev,2018,90
BYD,byd-yuanev,2019,35
BYD,byd-yuanev,2020,11
BYD,byd-yuanev,2021,17
BYD,byd-yuanev,2022,73
BYD,byd-yuanev,2023,117
BYD,byd-yuanev,2024,4
BYD,byd-yuanplus,2000,4
BYD,byd-yuanplus,2001,0
BYD,byd-yuanplus,2002,0
BYD,byd-yuanplus,2003,0
BYD,byd-yuanplus,2004,0
BYD,byd-yuanplus,2005,19
BYD,byd-yuanplus,2006,24
BYD,byd-yuanplus,2007,170
BYD,byd-yuanplus,2008,7
BYD,byd-yuanplus,2009,6
BYD,byd-yuanplus,2010,5
BYD,byd-yuanplus,2011,1
BYD,byd-yuanplus,2012,2
BYD,byd-yuanplus,2013,8
BYD,byd-yuanplus,2014,2
BYD,byd-yuanplus,2015,0
BYD,byd-yuanplus,2016,0
BYD,byd-yuanplus,2017,0
BYD,byd-yuanplus,2018,90
BYD,byd-yuanplus,2019,35
BYD,byd-yuanplus,2020,11
BYD,byd-yuanplus,2021,17
BYD,byd-yuanplus,2022,73
BYD,byd-yuanplus,2023,117
BYD,byd-yuanplus,2024,4
Cadillac,cadillac-ats,2000,267
Cadillac,cadillac-ats,2001,128
Cadillac,cadillac-ats,2002,410
Cadillac,cadillac-ats,2003,560
Cadillac,cadillac-ats,2004,1336
Cadillac,cadillac-ats,2005,1404
Cadillac,cadillac-ats,2006,804
Cadillac,cadillac-ats,2007,3363
Cadillac,cadillac-ats,2008,1105
Cadillac,cadillac-ats,2009,705
Cadillac,cadillac-ats,2010,1335
Cadillac,cadillac-ats,2011,216
Cadillac,cadillac-ats,2012,601
Cadillac,cadillac-ats,2013,424
Cadillac,cadillac-ats,2014,875
Cadillac,cadillac-ats,2015,293
Cadillac,cadillac-ats,2016,712
Cadillac,cadillac-ats,2017,663
Cadillac,cadillac-ats,2018,1193
Cadillac,cadillac-ats,2019,1318
Cadillac,cadillac-ats,2020,1078
Cadillac,cadillac-ats,2021,368
Cadillac,cadillac-ats,2022,220
Cadillac,cadillac-ats,2023,31
Cadillac,cadillac-ats,2024,3
Cadillac,cadillac-bls,2000,267
Cadillac,cadillac-bls,2001,128
Cadillac,cadillac-bls,2002,410
Cadillac,cadillac-bls,2003,560
Cadillac,cadillac-bls,2004,1336
Cadillac,cadillac-bls,2005,1404
Cadillac,cadillac-bls,2006,804
Cadillac,cadillac-bls,2007,3363
Cadillac,cadillac-bls,2008,1105
Cadillac,cadillac-bls,2009,705
Cadillac,cadillac-bls,2010,1335
Cadillac,cadillac-bls,2011,216
Cadillac,cadillac-bls,2012,601
Cadillac,cadillac-bls,2013,424
Cadillac,cadillac-bls,2014,875
Cadillac,cadillac-bls,2015,293
Cadillac,cadillac-bls,2016,712
Cadillac,cadillac-bls,2017,663
Cadillac,cadillac-bls,2018,1193
Cadillac,cadillac-bls,2019,1318
Cadillac,cadillac-bls,2020,1078
Cadillac,cadillac-bls,2021,368
Cadillac,cadillac-bls,2022,220
Cadillac,cadillac-bls,2023,31
Cadillac,cadillac-bls,2024,3
Cadillac,cadillac-catera,2000,267
Cadillac,cadillac-catera,2001,128
Cadillac,cadillac-catera,2002,410
Cadillac,cadillac-catera,2003,560
Cadillac,cadillac-catera,2004,1336
Cadillac,cadillac-catera,2005,1404
Cadillac,cadillac-catera,2006,804
Cadillac,cadillac-catera,2007,3363
Cadillac,cadillac-catera,2008,1105
Cadillac,cadillac-catera,2009,705
Cadillac,cadillac-catera,2010,1335
Cadillac,cadillac-catera,2011,216
Cadillac,cadillac-catera,2012,601
Cadillac,cadillac-catera,2013,424
Cadillac,cadillac-catera,2014,875
Cadillac,cadillac-catera,2015,293
Cadillac,cadillac-catera,2016,712
Cadillac,cadillac-catera,2017,663
Cadillac,cadillac-catera,2018,1193
Cadillac,cadillac-catera,2019,1318
Cadillac,cadillac-catera,2020,1078
Cadillac,cadillac-catera,2021,368
Cadillac,cadillac-catera,2022,220
Cadillac,cadillac-catera,2023,31
Cadillac,cadillac-catera,2024,3
Cadillac,cadillac-ct4,2000,267
Cadillac,cadillac-ct4,2001,128
Cadillac,cadillac-ct4,2002,410
Cadillac,cadillac-ct4,2003,560
Cadillac,cadillac-ct4,2004,1336
Cadillac,cadillac-ct4,2005,1404
Cadillac,cadillac-ct4,2006,804
Cadillac,cadillac-ct4,2007,3363
Cadillac,cadillac-ct4,2008,1105
Cadillac,cadillac-ct4,2009,705
Cadillac,cadillac-ct4,2010,1335
Cadillac,cadillac-ct4,2011,216
Cadillac,cadillac-ct4,2012,601
Cadillac,cadillac-ct4,2013,424
Cadillac,cadillac-ct4,2014,875
Cadillac,cadillac-ct4,2015,293
Cadillac,cadillac-ct4,2016,712
Cadillac,cadillac-ct4,2017,663
Cadillac,cadillac-ct4,2018,1193
Cadillac,cadillac-ct4,2019,1318
Cadillac,cadillac-ct4,2020,1078
Cadillac,cadillac-ct4,2021,368
Cadillac,cadillac-ct4,2022,220
Cadillac,cadillac-ct4,2023,31
Cadillac,cadillac-ct4,2024,3
Cadillac,cadillac-ct5,2000,267
Cadillac,cadillac-ct5,2001,128
Cadillac,cadillac-ct5,2002,410
Cadillac,cadillac-ct5,2003,560
Cadillac,cadillac-ct5,2004,1336
Cadillac,cadillac-ct5,2005,1404
Cadillac,cadillac-ct5,2006,804
Cadillac,cadillac-ct5,2007,3363
Cadillac,cadillac-ct5,2008,1105
Cadillac,cadillac-ct5,2009,705
Cadillac,cadillac-ct5,2010,1335
Cadillac,cadillac-ct5,2011,216
Cadillac,cadillac-ct5,2012,601
Cadillac,cadillac-ct5,2013,424
Cadillac,cadillac-ct5,2014,875
Cadillac,cadillac-ct5,2015,293
Cadillac,cadillac-ct5,2016,712
Cadillac,cadillac-ct5,2017,663
Cadillac,cadillac-ct5,2018,1193
Cadillac,cadillac-ct5,2019,1318
Cadillac,cadillac-ct5,2020,1078
Cadillac,cadillac-ct5,2021,368
Cadillac,cadillac-ct5,2022,220
Cadillac,cadillac-ct5,2023,31
Cadillac,cadillac-ct5,2024,3
Cadillac,cadillac-ct6,2000,267
Cadillac,cadillac-ct6,2001,128
Cadillac,cadillac-ct6,2002,410
Cadillac,cadillac-ct6,2003,560
Cadillac,cadillac-ct6,2004,1336
Cadillac,cadillac-ct6,2005,1404
Cadillac,cadillac-ct6,2006,804
Cadillac,cadillac-ct6,2007,3363
Cadillac,cadillac-ct6,2008,1105
Cadillac,cadillac-ct6,2009,705
Cadillac,cadillac-ct6,2010,1335
Cadillac,cadillac-ct6,2011,216
Cadillac,cadillac-ct6,2012,601
Cadillac,cadillac-ct6,2013,424
Cadillac,cadillac-ct6,2014,875
Cadillac,cadillac-ct6,2015,293
Cadillac,cadillac-ct6,2016,712
Cadillac,cadillac-ct6,2017,663
Cadillac,cadillac-ct6,2018,1193
Cadillac,cadillac-ct6,2019,1318
Cadillac,cadillac-ct6,2020,1078
Cadillac,cadillac-ct6,2021,368
Cadillac,cadillac-ct6,2022,220
Cadillac,cadillac-ct6,2023,31
Cadillac,cadillac-ct6,2024,3
Cadillac,cadillac-cts,2000,267
Cadillac,cadillac-cts,2001,128
Cadillac,cadillac-cts,2002,410
Cadillac,cadillac-cts,2003,560
Cadillac,cadillac-cts,2004,1336
Cadillac,cadillac-cts,2005,1404
Cadillac,cadillac-cts,2006,804
Cadillac,cadillac-cts,2007,3363
Cadillac,cadillac-cts,2008,1105
Cadillac,cadillac-cts,2009,705
Cadillac,cadillac-cts,2010,1335
Cadillac,cadillac-cts,2011,216
Cadillac,cadillac-cts,2012,601
Cadillac,cadillac-cts,2013,424
Cadillac,cadillac-cts,2014,875
Cadillac,cadillac-cts,2015,293
Cadillac,cadillac-cts,2016,712
Cadillac,cadillac-cts,2017,663
Cadillac,cadillac-cts,2018,1193
Cadillac,cadillac-cts,2019,1318
Cadillac,cadillac-cts,2020,1078
Cadillac,cadillac-cts,2021,368
Cadillac,cadillac-cts,2022,220
Cadillac,cadillac-cts,2023,31
Cadillac,cadillac-cts,2024,3
Cadillac,cadillac-deville,2000,267
Cadillac,cadillac-deville,2001,128
Cadillac,cadillac-deville,2002,410
Cadillac,cadillac-deville,2003,560
Cadillac,cadillac-deville,2004,1336
Cadillac,cadillac-deville,2005,1404
Cadillac,cadillac-deville,2006,804
Cadillac,cadillac-deville,2007,3363
Cadillac,cadillac-deville,2008,1105
Cadillac,cadillac-deville,2009,705
Cadillac,cadillac-deville,2010,1335
Cadillac,cadillac-deville,2011,216
Cadillac,cadillac-deville,2012,601
Cadillac,cadillac-deville,2013,424
Cadillac,cadillac-deville,2014,875
Cadillac,cadillac-deville,2015,293
Cadillac,cadillac-deville,2016,712
Cadillac,cadillac-deville,2017,663
Cadillac,cadillac-deville,2018,1193
Cadillac,cadillac-deville,2019,1318
Cadillac,cadillac-deville,2020,1078
Cadillac,cadillac-deville,2021,368
Cadillac,cadillac-deville,2022,220
Cadillac,cadillac-deville,2023,31
Cadillac,cadillac-deville,2024,3
Cadillac,cadillac-dts,2000,267
Cadillac,cadillac-dts,2001,128
Cadillac,cadillac-dts,2002,410
Cadillac,cadillac-dts,2003,560
Cadillac,cadillac-dts,2004,1336
Cadillac,cadillac-dts,2005,1404
Cadillac,cadillac-dts,2006,804
Cadillac,cadillac-dts,2007,3363
Cadillac,cadillac-dts,2008,1105
Cadillac,cadillac-dts,2009,705
Cadillac,cadillac-dts,2010,1335
Cadillac,cadillac-dts,2011,216
Cadillac,cadillac-dts,2012,601
Cadillac,cadillac-dts,2013,424
Cadillac,cadillac-dts,2014,875
Cadillac,cadillac-dts,2015,293
Cadillac,cadillac-dts,2016,712
Cadillac,cadillac-dts,2017,663
Cadillac,cadillac-dts,2018,1193
Cadillac,cadillac-dts,2019,1318
Cadillac,cadillac-dts,2020,1078
Cadillac,cadillac-dts,2021,368
Cadillac,cadillac-dts,2022,220
Cadillac,cadillac-dts,2023,31
Cadillac,cadillac-dts,2024,3
Cadillac,cadillac-eldorado,2000,267
Cadillac,cadillac-eldorado,2001,128
Cadillac,cadillac-eldorado,2002,410
Cadillac,cadillac-eldorado,2003,560
Cadillac,cadillac-eldorado,2004,1336
Cadillac,cadillac-eldorado,2005,1404
Cadillac,cadillac-eldorado,2006,804
Cadillac,cadillac-eldorado,2007,3363
Cadillac,cadillac-eldorado,2008,1105
Cadillac,cadillac-eldorado,2009,705
Cadillac,cadillac-eldorado,2010,1335
Cadillac,cadillac-eldorado,2011,216
Cadillac,cadillac-eldorado,2012,601
Cadillac,cadillac-eldorado,2013,424
Cadillac,cadillac-eldorado,2014,875
Cadillac,cadillac-eldorado,2015,293
Cadillac,cadillac-eldorado,2016,712
Cadillac,cadillac-eldorado,2017,663
Cadillac,cadillac-eldorado,2018,1193
Cadillac,cadillac-eldorado,2019,1318
Cadillac,cadillac-eldorado,2020,1078
Cadillac,cadillac-eldorado,2021,368
Cadillac,cadillac-eldorado,2022,220
Cadillac,cadillac-eldorado,2023,31
Cadillac,cadillac-eldorado,2024,3
Cadillac,cadillac-escalade,2000,267
Cadillac,cadillac-escalade,2001,128
Cadillac,cadillac-escalade,2002,410
Cadillac,cadillac-escalade,2003,560
Cadillac,cadillac-escalade,2004,1336
Cadillac,cadillac-escalade,2005,1404
Cadillac,cadillac-escalade,2006,804
Cadillac,cadillac-escalade,2007,3363
Cadillac,cadillac-escalade,2008,1105
Cadillac,cadillac-escalade,2009,705
Cadillac,cadillac-escalade,2010,1335
Cadillac,cadillac-escalade,2011,216
Cadillac,cadillac-escalade,2012,601
Cadillac,cadillac-escalade,2013,424
Cadillac,cadillac-escalade,2014,875
Cadillac,cadillac-escalade,2015,293
Cadillac,cadillac-escalade,2016,712
Cadillac,cadillac-escalade,2017,663
Cadillac,cadillac-escalade,2018,1193
Cadillac,cadillac-escalade,2019,1318
Cadillac,cadillac-escalade,2020,1078
Cadillac,cadillac-escalade,2021,368
Cadillac,cadillac-escalade,2022,220
Cadillac,cadillac-escalade,2023,31
Cadillac,cadillac-escalade,2024,3
Cadillac,cadillac-lyriq,2000,267
Cadillac,cadillac-lyriq,2001,128
Cadillac,cadillac-lyriq,2002,410
Cadillac,cadillac-lyriq,2003,560
Cadillac,cadillac-lyriq,2004,1336
Cadillac,cadillac-lyriq,2005,1404
Cadillac,cadillac-lyriq,2006,804
Cadillac,cadillac-lyriq,2007,3363
Cadillac,cadillac-lyriq,2008,1105
Cadillac,cadillac-lyriq,2009,705
Cadillac,cadillac-lyriq,2010,1335
Cadillac,cadillac-lyriq,2011,216
Cadillac,cadillac-lyriq,2012,601
Cadillac,cadillac-lyriq,2013,424
Cadillac,cadillac-lyriq,2014,875
Cadillac,cadillac-lyriq,2015,293
Cadillac,cadillac-lyriq,2016,712
Cadillac,cadillac-lyriq,2017,663
Cadillac,cadillac-lyriq,2018,1193
Cadillac,cadillac-lyriq,2019,1318
Cadillac,cadillac-lyriq,2020,1078
Cadillac,cadillac-lyriq,2021,368
Cadillac,cadillac-lyriq,2022,220
Cadillac,cadillac-lyriq,2023,31
Cadillac,cadillac-lyriq,2024,3
Cadillac,cadillac-seville,2000,267
Cadillac,cadillac-seville,2001,128
Cadillac,cadillac-seville,2002,410
Cadillac,cadillac-seville,2003,560
Cadillac,cadillac-seville,2004,1336
Cadillac,cadillac-seville,2005,1404
Cadillac,cadillac-seville,2006,804
Cadillac,cadillac-seville,2007,3363
Cadillac,cadillac-seville,2008,1105
Cadillac,cadillac-seville,2009,705
Cadillac,cadillac-seville,2010,1335
Cadillac,cadillac-seville,2011,216
Cadillac,cadillac-seville,2012,601
Cadillac,cadillac-seville,2013,424
Cadillac,cadillac-seville,2014,875
Cadillac,cadillac-seville,2015,293
Cadillac,cadillac-seville,2016,712
Cadillac,cadillac-seville,2017,663
Cadillac,cadillac-seville,2018,1193
Cadillac,cadillac-seville,2019,1318
Cadillac,cadillac-seville,2020,1078
Cadillac,cadillac-seville,2021,368
Cadillac,cadillac-seville,2022,220
Cadillac,cadillac-seville,2023,31
Cadillac,cadillac-seville,2024,3
Cadillac,cadillac-srx,2000,267
Cadillac,cadillac-srx,2001,128
Cadillac,cadillac-srx,2002,410
Cadillac,cadillac-srx,2003,560
Cadillac,cadillac-srx,2004,1336
Cadillac,cadillac-srx,2005,1404
Cadillac,cadillac-srx,2006,804
Cadillac,cadillac-srx,2007,3363
Cadillac,cadillac-srx,2008,1105
Cadillac,cadillac-srx,2009,705
Cadillac,cadillac-srx,2010,1335
Cadillac,cadillac-srx,2011,216
Cadillac,cadillac-srx,2012,601
Cadillac,cadillac-srx,2013,424
Cadillac,cadillac-srx,2014,875
Cadillac,cadillac-srx,2015,293
Cadillac,cadillac-srx,2016,712
Cadillac,cadillac-srx,2017,663
Cadillac,cadillac-srx,2018,1193
Cadillac,cadillac-srx,2019,1318
Cadillac,cadillac-srx,2020,1078
Cadillac,cadillac-srx,2021,368
Cadillac,cadillac-srx,2022,220
Cadillac,cadillac-srx,2023,31
Cadillac,cadillac-srx,2024,3
Cadillac,cadillac-sts,2000,267
Cadillac,cadillac-sts,2001,128
Cadillac,cadillac-sts,2002,410
Cadillac,cadillac-sts,2003,560
Cadillac,cadillac-sts,2004,1336
Cadillac,cadillac-sts,2005,1404
Cadillac,cadillac-sts,2006,804
Cadillac,cadillac-sts,2007,3363
Cadillac,cadillac-sts,2008,1105
Cadillac,cadillac-sts,2009,705
Cadillac,cadillac-sts,2010,1335
Cadillac,cadillac-sts,2011,216
Cadillac,cadillac-sts,2012,601
Cadillac,cadillac-sts,2013,424
Cadillac,cadillac-sts,2014,875
Cadillac,cadillac-sts,2015,293
Cadillac,cadillac-sts,2016,712
Cadillac,cadillac-sts,2017,663
Cadillac,cadillac-sts,2018,1193
Cadillac,cadillac-sts,2019,1318
Cadillac,cadillac-sts,2020,1078
Cadillac,cadillac-sts,2021,368
Cadillac,cadillac-sts,2022,220
Cadillac,cadillac-sts,2023,31
Cadillac,cadillac-sts,2024,3
Cadillac,cadillac-xlr,2000,267
Cadillac,cadillac-xlr,2001,128
Cadillac,cadillac-xlr,2002,410
Cadillac,cadillac-xlr,2003,560
Cadillac,cadillac-xlr,2004,1336
Cadillac,cadillac-xlr,2005,1404
Cadillac,cadillac-xlr,2006,804
Cadillac,cadillac-xlr,2007,3363
Cadillac,cadillac-xlr,2008,1105
Cadillac,cadillac-xlr,2009,705
Cadillac,cadillac-xlr,2010,1335
Cadillac,cadillac-xlr,2011,216
Cadillac,cadillac-xlr,2012,601
Cadillac,cadillac-xlr,2013,424
Cadillac,cadillac-xlr,2014,875
Cadillac,cadillac-xlr,2015,293
Cadillac,cadillac-xlr,2016,712
Cadillac,cadillac-xlr,2017,663
Cadillac,cadillac-xlr,2018,1193
Cadillac,cadillac-xlr,2019,1318
Cadillac,cadillac-xlr,2020,1078
Cadillac,cadillac-xlr,2021,368
Cadillac,cadillac-xlr,2022,220
Cadillac,cadillac-xlr,2023,31
Cadillac,cadillac-xlr,2024,3
Cadillac,cadillac-xt4,2000,267
Cadillac,cadillac-xt4,2001,128
Cadillac,cadillac-xt4,2002,410
Cadillac,cadillac-xt4,2003,560
Cadillac,cadillac-xt4,2004,1336
Cadillac,cadillac-xt4,2005,1404
Cadillac,cadillac-xt4,2006,804
Cadillac,cadillac-xt4,2007,3363
Cadillac,cadillac-xt4,2008,1105
Cadillac,cadillac-xt4,2009,705
Cadillac,cadillac-xt4,2010,1335
Cadillac,cadillac-xt4,2011,216
Cadillac,cadillac-xt4,2012,601
Cadillac,cadillac-xt4,2013,424
Cadillac,cadillac-xt4,2014,875
Cadillac,cadillac-xt4,2015,293
Cadillac,cadillac-xt4,2016,712
Cadillac,cadillac-xt4,2017,663
Cadillac,cadillac-xt4,2018,1193
Cadillac,cadillac-xt4,2019,1318
Cadillac,cadillac-xt4,2020,1078
Cadillac,cadillac-xt4,2021,368
Cadillac,cadillac-xt4,2022,220
Cadillac,cadillac-xt4,2023,31
Cadillac,cadillac-xt4,2024,3
Cadillac,cadillac-xt5,2000,267
Cadillac,cadillac-xt5,2001,128
Cadillac,cadillac-xt5,2002,410
Cadillac,cadillac-xt5,2003,560
Cadillac,cadillac-xt5,2004,1336
Cadillac,cadillac-xt5,2005,1404
Cadillac,cadillac-xt5,2006,804
Cadillac,cadillac-xt5,2007,3363
Cadillac,cadillac-xt5,2008,1105
Cadillac,cadillac-xt5,2009,705
Cadillac,cadillac-xt5,2010,1335
Cadillac,cadillac-xt5,2011,216
Cadillac,cadillac-xt5,2012,601
Cadillac,cadillac-xt5,2013,424
Cadillac,cadillac-xt5,2014,875
Cadillac,cadillac-xt5,2015,293
Cadillac,cadillac-xt5,2016,712
Cadillac,cadillac-xt5,2017,663
Cadillac,cadillac-xt5,2018,1193
Cadillac,cadillac-xt5,2019,1318
Cadillac,cadillac-xt5,2020,1078
Cadillac,cadillac-xt5,2021,368
Cadillac,cadillac-xt5,2022,220
Cadillac,cadillac-xt5,2023,31
Cadillac,cadillac-xt5,2024,3
Cadillac,cadillac-xt6,2000,267
Cadillac,cadillac-xt6,2001,128
Cadillac,cadillac-xt6,2002,410
Cadillac,cadillac-xt6,2003,560
Cadillac,cadillac-xt6,2004,1336
Cadillac,cadillac-xt6,2005,1404
Cadillac,cadillac-xt6,2006,804
Cadillac,cadillac-xt6,2007,3363
Cadillac,cadillac-xt6,2008,1105
Cadillac,cadillac-xt6,2009,705
Cadillac,cadillac-xt6,2010,1335
Cadillac,cadillac-xt6,2011,216
Cadillac,cadillac-xt6,2012,601
Cadillac,cadillac-xt6,2013,424
Cadillac,cadillac-xt6,2014,875
Cadillac,cadillac-xt6,2015,293
Cadillac,cadillac-xt6,2016,712
Cadillac,cadillac-xt6,2017,663
Cadillac,cadillac-xt6,2018,1193
Cadillac,cadillac-xt6,2019,1318
Cadillac,cadillac-xt6,2020,1078
Cadillac,cadillac-xt6,2021,368
Cadillac,cadillac-xt6,2022,220
Cadillac,cadillac-xt6,2023,31
Cadillac,cadillac-xt6,2024,3
Cadillac,cadillac-xts,2000,267
Cadillac,cadillac-xts,2001,128
Cadillac,cadillac-xts,2002,410
Cadillac,cadillac-xts,2003,566
Cadillac,cadillac-xts,2004,1355
Cadillac,cadillac-xts,2005,1439
Cadillac,cadillac-xts,2006,838
Cadillac,cadillac-xts,2007,3371
Cadillac,cadillac-xts,2008,1105
Cadillac,cadillac-xts,2009,705
Cadillac,cadillac-xts,2010,1335
Cadillac,cadillac-xts,2011,216
Cadillac,cadillac-xts,2012,601
Cadillac,cadillac-xts,2013,424
Cadillac,cadillac-xts,2014,875
Cadillac,cadillac-xts,2015,293
Cadillac,cadillac-xts,2016,712
Cadillac,cadillac-xts,2017,663
Cadillac,cadillac-xts,2018,1193
Cadillac,cadillac-xts,2019,1318
Cadillac,cadillac-xts,2020,1078
Cadillac,cadillac-xts,2021,368
Cadillac,cadillac-xts,2022,220
Cadillac,cadillac-xts,2023,31
Cadillac,cadillac-xts,2024,3
Case,case-580sr,2000,0
Case,case-580sr,2001,1
Case,case-580sr,2002,0
Case,case-580sr,2003,0
Case,case-580sr,2004,0
Case,case-580sr,2005,0
Case,case-580sr,2006,0
Case,case-580sr,2007,0
Case,case-580sr,2008,0
Case,case-580sr,2009,0
Case,case-580sr,2010,0
Case,case-580sr,2011,1
Case,case-580sr,2012,0
Case,case-580sr,2013,0
Case,case-580sr,2014,0
Case,case-580sr,2015,0
Case,case-580sr,2016,0
Case,case-580sr,2017,0
Case,case-580sr,2018,0
Case,case-580sr,2019,0
Case,case-580sr,2020,0
Case,case-580sr,2021,0
Case,case-580sr,2022,0
Case,case-580sr,2023,0
Case,case-580sr,2024,0
Changan,changan-cs35,2000,0
Changan,changan-cs35,2001,0
Changan,changan-cs35,2002,0
Changan,changan-cs35,2003,0
Changan,changan-cs35,2004,0
Changan,changan-cs35,2005,0
Changan,changan-cs35,2006,0
Changan,changan-cs35,2007,0
Changan,changan-cs35,2008,0
Changan,changan-cs35,2009,0
Changan,changan-cs35,2010,0
Changan,changan-cs35,2011,0
Changan,changan-cs35,2012,0
Changan,changan-cs35,2013,11
Changan,changan-cs35,2014,3
Changan,changan-cs35,2015,4
Changan,changan-cs35,2016,1
Changan,changan-cs35,2017,60
Changan,changan-cs35,2018,39
Changan,changan-cs35,2019,7
Changan,changan-cs35,2020,22
Changan,changan-cs35,2021,0
Changan,changan-cs35,2022,13
Changan,changan-cs35,2023,26
Changan,changan-cs35,2024,0
Changan,changan-cs55,2000,0
Changan,changan-cs55,2001,0
Changan,changan-cs55,2002,0
Changan,changan-cs55,2003,0
Changan,changan-cs55,2004,0
Changan,changan-cs55,2005,0
Changan,changan-cs55,2006,0
Changan,changan-cs55,2007,0
Changan,changan-cs55,2008,0
Changan,changan-cs55,2009,0
Changan,changan-cs55,2010,0
Changan,changan-cs55,2011,0
Changan,changan-cs55,2012,0
Changan,changan-cs55,2013,11
Changan,changan-cs55,2014,3
Changan,changan-cs55,2015,4
Changan,changan-cs55,2016,1
Changan,changan-cs55,2017,60
Changan,changan-cs55,2018,39
Changan,changan-cs55,2019,7
Changan,changan-cs55,2020,22
Changan,changan-cs55,2021,0
Changan,changan-cs55,2022,13
Changan,changan-cs55,2023,26
Changan,changan-cs55,2024,0
Changan,changan-cs75,2000,0
Changan,changan-cs75,2001,0
Changan,changan-cs75,2002,0
Changan,changan-cs75,2003,0
Changan,changan-cs75,2004,0
Changan,changan-cs75,2005,0
Changan,changan-cs75,2006,0
Changan,changan-cs75,2007,0
Changan,changan-cs75,2008,0
Changan,changan-cs75,2009,0
Changan,changan-cs75,2010,0
Changan,changan-cs75,2011,0
Changan,changan-cs75,2012,0
Changan,changan-cs75,2013,11
Changan,changan-cs75,2014,3
Changan,changan-cs75,2015,4
Changan,changan-cs75,2016,1
Changan,changan-cs75,2017,60
Changan,changan-cs75,2018,39
Changan,changan-cs75,2019,7
Changan,changan-cs75,2020,22
Changan,changan-cs75,2021,0
Changan,changan-cs75,2022,13
Changan,changan-cs75,2023,26
Changan,changan-cs75,2024,0
Changan,changan-eado,2000,0
Changan,changan-eado,2001,0
Changan,changan-eado,2002,0
Changan,changan-eado,2003,0
Changan,changan-eado,2004,0
Changan,changan-eado,2005,0
Changan,changan-eado,2006,0
Changan,changan-eado,2007,0
Changan,changan-eado,2008,0
Changan,changan-eado,2009,0
Changan,changan-eado,2010,0
Changan,changan-eado,2011,0
Changan,changan-eado,2012,0
Changan,changan-eado,2013,11
Changan,changan-eado,2014,3
Changan,changan-eado,2015,4
Changan,changan-eado,2016,1
Changan,changan-eado,2017,60
Changan,changan-eado,2018,39
Changan,changan-eado,2019,7
Changan,changan-eado,2020,22
Changan,changan-eado,2021,0
Changan,changan-eado,2022,13
Changan,changan-eado,2023,26
Changan,changan-eado,2024,0
Changan,changan-unik,2000,0
Changan,changan-unik,2001,0
Changan,changan-unik,2002,0
Changan,changan-unik,2003,0
Changan,changan-unik,2004,0
Changan,changan-unik,2005,0
Changan,changan-unik,2006,0
Changan,changan-unik,2007,0
Changan,changan-unik,2008,0
Changan,changan-unik,2009,0
Changan,changan-unik,2010,0
Changan,changan-unik,2011,0
Changan,changan-unik,2012,0
Changan,changan-unik,2013,11
Changan,changan-unik,2014,3
Changan,changan-unik,2015,4
Changan,changan-unik,2016,1
Changan,changan-unik,2017,60
Changan,changan-unik,2018,39
Changan,changan-unik,2019,7
Changan,changan-unik,2020,22
Changan,changan-unik,2021,0
Changan,changan-unik,2022,13
Changan,changan-unik,2023,26
Changan,changan-unik,2024,0
Changan,changan-unit,2000,0
Changan,changan-unit,2001,0
Changan,changan-unit,2002,0
Changan,changan-unit,2003,0
Changan,changan-unit,2004,0
Changan,changan-unit,2005,0
Changan,changan-unit,2006,0
Changan,changan-unit,2007,0
Changan,changan-unit,2008,0
Changan,changan-unit,2009,0
Changan,changan-unit,2010,0
Changan,changan-unit,2011,0
Changan,changan-unit,2012,0
Changan,changan-unit,2013,11
Changan,changan-unit,2014,3
Changan,changan-unit,2015,4
Changan,changan-unit,2016,1
Changan,changan-unit,2017,60
Changan,changan-unit,2018,39
Changan,changan-unit,2019,7
Changan,changan-unit,2020,22
Changan,changan-unit,2021,0
Changan,changan-unit,2022,13
Changan,changan-unit,2023,26
Changan,changan-unit,2024,0
Changan,changan-univ,2000,0
Changan,changan-univ,2001,0
Changan,changan-univ,2002,0
Changan,changan-univ,2003,0
Changan,changan-univ,2004,0
Changan,changan-univ,2005,0
Changan,changan-univ,2006,0
Changan,changan-univ,2007,0
Changan,changan-univ,2008,0
Changan,changan-univ,2009,0
Changan,changan-univ,2010,0
Changan,changan-univ,2011,0
Changan,changan-univ,2012,0
Changan,changan-univ,2013,11
Changan,changan-univ,2014,3
Changan,changan-univ,2015,4
Changan,changan-univ,2016,1
Changan,changan-univ,2017,60
Changan,changan-univ,2018,39
Changan,changan-univ,2019,7
Changan,changan-univ,2020,22
Changan,changan-univ,2021,0
Changan,changan-univ,2022,13
Changan,changan-univ,2023,26
Changan,changan-univ,2024,0
Chery,chery-a1,2000,2
Chery,chery-a1,2001,0
Chery,chery-a1,2002,0
Chery,chery-a1,2003,47
Chery,chery-a1,2004,31
Chery,chery-a1,2005,208
Chery,chery-a1,2006,1041
Chery,chery-a1,2007,845
Chery,chery-a1,2008,1255
Chery,chery-a1,2009,43
Chery,chery-a1,2010,145
Chery,chery-a1,2011,468
Chery,chery-a1,2012,834
Chery,chery-a1,2013,449
Chery,chery-a1,2014,438
Chery,chery-a1,2015,446
Chery,chery-a1,2016,241
